Text,Religious#Icon,Religious#Practice,Religious#Place,God,Religious#Group
আমি তোকে বলছি এখানে খারাপ কিছু বলি নাই এখন বলতে হবে শুন বাংলাদেশে কোনো বেধর্মী রাখা হবে না তোদের মতো বৌদ্ধ মালাউন বেধর্মী বাংলাদেশে রাখা হবে না তোদের কে লাথি মেরে লাথি মেরে বাংলাদেশ থেকে বাহির করতে হবে।,2,2,2,2,3
তোদের ধর্মে তো ব্রহ্মা নিজের মাইয়া সরস্বতীরে ছুদছিল,1,2,2,2,3
"আরে শূয়োর তোর নামের শেষে রহমান, তা তুই বদলাস না কেন? ইসলাম নিয়া এত চুলকায় আর ইসলামী নাম রাখার কারনে তোর চুলাকায় না।",2,2,2,2,2
খানকির পোলা চারালের বাচ্চারা নিজেগো চোদাইন্না ধর্ম রে আগে চিন ঠিক মত।,2,2,2,2,3
এই সেই মালাউনের বাচ্চা বিমল চন্দ্র সাধু যে বাড্ডায় কোরআন পুড়িয়েছে সে নিমতলা মন্দিরে দায়িত্বপ্রাপ্ত ব্যক্তি,2,2,2,2,3
শাহবাগের বেশ্যা আর শূয়রের বাচ্ছারা এখন এটা নিয়ে কিছু বলেনা কুকুরের জাত রেন্দিয়া এখন চুপ মালাউনের বাচ্চারা আমাদের দেশ নিয়ে নাক গলায় আর সেটা সেটা তাঁদের কে সাহস দিয়েছি আমরা ক্ষমতা হারানোর ভয়ে ইন্ডিয়া কে কিছু বলতে পারিনা কারন আমাদের ক্ষমতা অবৈধ,2,2,2,2,3
"হিন্দু-বৌদ্ধ-খ্রিস্টানদের মধ্যে সমস্যা নেই , অথচ দেখতে পাওয়া যাচ্ছে, মুসলিমরাই কেবল সমস্যা সৃষ্টি করে চলেছে",2,2,2,2,3
শালা মালাউনের বাচ্ছাদের জারজ বল্লেও জারজকে অপমান করা হবে,2,2,2,2,3
"কত বড় ষড়যন্ত্র চলছে যে হিন্দু হয়ে পাঞ্জাবি,টুপি লাগায়ে মূর্তির সামনে বসে বুঝায় মুসলিমরা পুজা মণ্ডপে যায়!!",2,2,2,2,2
টাকার জন্য যে ঈমান বিক্রি হয় এটা তার প্রমান।,2,2,2,2,2
আরে মালাউন গো আবার বড় বড় কথা,2,2,2,2,3
এই পৃথিবীতে একটা মহাপাপ ধর্ম আঁছে তার নাম হলো আব্রাহামিক ধর্ম,2,2,2,2,3
"একটি বিখ্যাত, আবিষ্কারক মুসলমানের নাম কেউ শুনেছে কখনো, ধর্ম ইসলাম.",2,2,2,2,2
এই সব রকম বালের মুসলমান যেখানে বিপদ সেখানেই ।,2,2,2,2,3
সকল ভারতীয় জারজ নয় কিন্তু প্রত্যেকটা জারজই মালাউন হয়,2,2,2,2,3
নাস্তিক রা এমনি ওরা বলার সুযোগ দেয়না ওদের এইটা বাল মার্কা জ্ঞান আল্লাহর ক্ষুদ্রত আল্লাহর ক্ষমতা অসীম বলা হয়েছে সয়ং আল্লাহ কেমন সেইটা কেউ জানে না,2,2,2,2,3
সারা পৃথিবী জুরে একটাই মালাউন দেশ ইন্ডিয়া যা গরুর মুত খায় আরে গরুর ঘরেত গরুচোরই জন্মায় না আরে শেরকা বাচ্চা হে পাকিস্তান ঔদের সাতে লাগতে গেলি এখন তো গরুর মুত কুকুরের মুত বিড়ালের মুত শুকরের মুত সব খেতে হবে তদের ডান্ডির বাচ্চারা বাঘের সাতে লাগতে যাও শিয়ালের বাচ্চা হইয়া মালাউনরা ?,3,2,2,2,3
"তোদের মতো নাস্তিক বুঝবি মরলে,আল্লাহর হুকুমে ওনার বিবাহ হইছে,মালাউনদের বাচ্চা তুরা বুঝবিনা",2,2,2,2,3
ইসলামে মারে চুদেছে ইসলামে মারে নাভি চুদা ভোদা দুদু ভোদা দুদু চুদি তোদের মাহিলাদের,2,2,2,2,3
আপনার ধর্ম‌ই তো অন‍্য ধর্মালম্বিদের ঘৃণা করতে শিখিয়েছে,2,2,2,2,2
